OrderID,OrderDate,CustomerID,CustomerName,Email,Region,Country,ProductCategory,ProductName,Quantity,UnitPrice,Discount,ShippingCost,PaymentMethod,OrderStatus,SignupDate
10090,2023-06-13,CUST1319,Connie Brown,connie.brown50@hotmail.com,CENTRAL,Mexico,Appare,Wool Sweater,-3,18.84,25%,11.33,Debit,SHIPPED,01-02-2024
ORD-11724,22-Aug-2024,CUST1369,Sabrina Austin,sabrina.austin93@hotmail.com,Sth,United States,Apparel,Running Shoes,4,88.55,20%,5.45,Pay Pal,shipped,26-Dec-2023
ORD-10178,11/18/23,CUST1215,Anthony Everett,anthony.everett28@hotmail.com,east,United States,Home & Kitchen,Coffee Maker,5,156.04,0,23.16,Debit,Delivered,10-May-2023
ORD-12648,2023-06-12,CUST1780,Christine Goodwin,christine.goodwin51@yahoo.com,Centrl,US,toys,Board Game,2,20.42,0.2,14.72,CC,CANCELLED,2023-07-26
ORD-11006,2024-08-08,CUST1664,Renee Melendez,renee.melendez6@gmail.com,Centrl,canada,Electronics,Bluetooth Speaker,6,248.77,20%,19.62,CREDIT CARD,shipped,12-Jul-2023
ORD-11887,03/04/2024,CUST1209,  BRIAN LEE  ,,Est,USA,Beauty,Sunscreen SPF50,1,29.08,0.25,7.47,GiftCard,Returned,"August 13, 2022"
ORD-12660,22-Oct-2023,CUST1707,Mr. Richard Knight PhD,mr..phd95@outlook.com,Central,United States,Sports & Outdoors,Resistance Bands,2,90.89,0,24.18,Debit Card,Returned,10-Mar-2022
12529,13-10-2024,CUST1701,James Watson,james.watson1@gmail.com,North,USA,home & kitchen,Coffee Maker,5,24.79,0,9.47,credit card,Deliverd,2024-04-14
ORD-11277,2023-01-31,CUST1405,Madison Weber,madison.weber89@hotmail.com,North,Mexico,Toys,Building Blocks Set,2,21.97,0.05,17.33,paypal,Deliverd,2022-07-10
ORD-11854,04/19/2024,CUST1511,Curtis Taylor,curtis.taylor32@hotmail.com,WEST,United States,toys,Board Game,4,-37.4,0.1,12.67,GiftCard,returned,"January 25, 2023"
12447,01/08/24,CUST1012,Lisa Hensley,lisa.hensley21@hotmail.com,Central,United States,Electronics,USB-C Cable,6,173.93,0.1,,GiftCard,Canceled,17-02-2023
11392,2023-08-04,CUST1598,Kimberly Sharp,kimberly.sharp27@outlook.com,Central,Canada,Sports,Camping Tent,6,91.46,0,15.57,Gift Card,DELIVERED,27-Aug-2024
10379,06/25/24,CUST1198,Adam Vaughan,adam.vaughan85@outlook.com,north,Canada,Toys,RC Car,4,49.51,0,18.91,debit card,shipped,07/28/23
ORD-13103,06-02-2024,CUST1231,  SUSAN SERRANO  ,susan.serrano26@yahoo.com, North,United States,BEAUTY,Sunscreen SPF50,5,24.14,0.2,6.73,Gift Card,delivered,05/18/2024
ORD-13041,11-05-2024,CUST1287,Carolyn Miller,carolyn.miller84@outlook.com,Nort,Mexico,Appare,Wool Sweater,4,36.22,,12.57,debit card,shipped,2022-05-27
ORD-10860,03/15/2024,CUST1787,Elizabeth Mendez,elizabeth.mendez23@hotmail.com,central,canada,Sports & Outdoors,Resistance Bands,6,114.42,0,6.87,gift card,Cancelled,10/21/2023
ORD-11593,09-11-2023,CUST1495,Lawrence Harrington,lawrence.harrington11@outlook.com,south,United States,Appare,Running Shoes,6,33.61,0,20.74,gift card,shipped,"June 11, 2021"
ORD-13060,06/20/24,CUST1663,Samuel Turner,samuel.turner51@yahoo.com,east,Canada,Home&Kitchen,Coffee Maker,1,167.27,0,6.7,credit card,shipped,07/26/2023
ORD-11513,2021-10-30,CUST1280,Amanda Jones,amanda.jones92@hotmail.com,WEST,USA,Electronics,Laptop Stand,4,156.43,0.05,12.72,credit card,RETURNED,12/08/21
ORD-11437,2023-11-21,CUST1161,Jennifer Adkins,jennifer.adkins81@hotmail.com,CENTRAL,Canada,home & kitchen,Coffee Maker,6,,0,11.19,Debit,Canceled,2024-01-14
ORD-11576,01-09-2024,CUST1413,Joanna Pacheco,joanna.pacheco49@yahoo.com,east,Canada,toys,Puzzle 1000pc,4,36.78,0,,Debit,shipped,09-03-2023
11173,01-08-2024,CUST1667,Tammy Boone,tammy.boone17@gmail.com,central,canada,Beuty,Face Moisturizer,-2,18.19,0,19.39,GiftCard,shipped,03/05/23
ORD-12913,06/21/23,CUST1053,Mark Perez,mark.perez14@yahoo.com,CENTRAL,United States,Sports and Outdoors,Hiking Backpack,1,24.39,25%,19.02,GiftCard,Returned,12-07-2022
ORD-10884,12/21/24,CUST1702,Karl Branch,karl.branch14@outlook.com,North,USA,toys,Action Figure,6,48.2,0.1,10.56,GiftCard,returned,"September 10, 2022"
11291,11-03-2024,CUST1590,  LAURIE SANCHEZ  ,laurie.sanchez25@hotmail.com,West,canada,Toys,Puzzle 1000pc,4,65.51,25%,0.01,paypal,pending,09-Mar-2022
ORD-12215,05/23/2023,CUST1187,Samantha Garcia,samantha.garcia63@hotmail.com,east,United States,Toys,Board Game,4,45.71,0,12.6,Pay Pal,Cancelled,2022-07-27
ORD-10444,29-11-2023,CUST1570,Ashley Smith,ashley.smith85@outlook.com,CENTRAL,US,Electronics,Webcam,1,-237.25,0.1,24.62,PAYPAL,SHIPPED,07/06/21
10291,12-Apr-2023,CUST1697,Alicia Li,alicia.li10@yahoo.com,EAST,Canada,electronics,USB-C Cable,1,67.55,0.15,24.68,debit card,Pending,18-Feb-2021
ORD-11387,08/07/24,CUST1667,Tammy Boone,tammy.boone17@gmail.com,central,canada,Appare,Wool Sweater,4,59.24,0,17.93,Debit,Returned,03/05/23
ORD-10912,"December 13, 2024",CUST1547,Julie Herrera,julie.herrera17@outlook.com,Nort,Canada,toys,RC Car,5,40.53,0,23.64,Pay Pal,Returned,30-12-2021
ORD-12614,19-07-2023,CUST1083,Paul Jones,paul.jones72@outlook.com,central,US,Electronis,USB-C Cable,-2,207.14,0.05,5.71,PAYPAL,CANCELLED,"June 26, 2023"
ORD-11025,10/28/2024,CUST1755,Rachel Jones,rachel.jones44@gmail.com,north,Canada,ELECTRONICS,Laptop Stand,1,158.48,0,11.69,CREDIT CARD,Deliverd,26-Nov-2021
ORD-10761,01-Apr-2023,CUST1227,Michael Warner,michael.warner12@hotmail.com,West,canada,Sports and Outdoors,Yoga Mat,2,74.54,0.2,17.42,gift card,returned,08/05/2021
10552,07/24/23,CUST1009,Ryan Munoz,ryan.munoz30@gmail.com,west,Mexico,Electronic,Smartwatch,3,20.34,0.2,2.78,Credit Card,SHIPPED,18-02-2023
ORD-10201,16-Sep-2023,CUST1652,David Robinson,david.robinson10@hotmail.com,east,USA,toys,Board Game,2,49.46,0,13.66,CREDIT CARD,CANCELLED,10/19/2022
ORD-10513,03/21/24,CUST1318,Stephen Hoffman,,east,canada,ELECTRONICS,Bluetooth Speaker,3,184.42,0,24.31,PAYPAL,SHIPPED,02/25/2024
ORD-10864,03-Dec-2024,CUST1162,Lindsey Walker,lindsey.walker88@outlook.com,Nort,US,beauty,Sunscreen SPF50,3,6.03,25%,,Gift Card,shipped,04/11/22
ORD-12179,"October 07, 2023",CUST1639,Janet Kane DVM,janet.dvm7@gmail.com,east,USA,Toys,Building Blocks Set,5,5064.21,0,17.95,Debit,PENDING,2021-12-24
ORD-11911,09/28/2024,CUST1487,Samantha Gardner,samantha.gardner37@gmail.com,south,canada,Electronic,Webcam,3,200.06,0.25,15.67,PAYPAL,Pending,10-09-2024
11422,04/29/24,CUST1435,Sophia Johnson,sophia.at.gmail.com,CENTRAL,canada,Beuty,Sunscreen SPF50,2,56.92,0.25,19.61,Credit Card,Pending,"March 31, 2022"
ORD-10629,"April 01, 2023",CUST1710,Anthony Jones,anthony.jones33@gmail.com,Central,US,beauty,Shampoo Set,6,51.77,0.1,24.96,gift card,Returned,02/09/22
ORD-12586,12/01/23,CUST1801,Krista Wilson,krista.wilson11@gmail.com,South,Canada,Electronic,Webcam,1,49.61,0.15,16.56,gift card,PENDING,"June 22, 2022"
ORD-12743,"March 20, 2024",CUST1736,Charles Turner,charles.turner19@gmail.com,SOUTH,canada,Toy,Board Game,5,1251.5,5%,16.97,Debit Card,CANCELLED,07-12-2021
ORD-10409,11-11-2023,CUST1006,Abigail Shaffer,abigail.shaffer45@outlook.com,west,canada,electronics,Bluetooth Speaker,3,167.81,0,15.83,Debit,DELIVERED,03/30/21
ORD-11556,02-09-2023,CUST1288,Lisa Allen,lisa.allen67@hotmail.com,East,USA,sports & outdoors,Hiking Backpack,5,122.17,0,15.8,paypal,Canceled,2024-02-25
10290,10/22/23,CUST1313,Tracy Ballard,tracy.ballard64@hotmail.com,West,Canada,Apparel,Running Shoes,-2,69.83,0,20.59,GiftCard,SHIPPED,19-10-2023
ORD-10188,2023-09-02,CUST1054,Shannon Jones,shannon.jones27@outlook.com,Est,Canada,Sports,Yoga Mat,6,79.32,0.05,22.69,GiftCard,RETURNED,02-Nov-2023
ORD-12420,"April 13, 2024",CUST1412,Julian Conner,julian.conner99@outlook.com, North,Canada,Home & Kitchen,Air Fryer,2,65.62,,12.78,Credit Card,Cancelled,05/20/22
11121,2024-12-15,CUST1045,Philip Cannon,philip.cannon73@yahoo.com,North,canada,Sports,Yoga Mat,2,129.09,0,15.45,Credit_Card,returned,"March 31, 2024"
ORD-10535,09/24/24,CUST1011,Jamie Arnold,jamie.arnold83@gmail.com,south,canada,Electronis,USB-C Cable,3,15273.12,0.15,13.46,Credit_Card,DELIVERED,06/01/24
ORD-11951,2023-10-28,CUST1803,Rodney Williams,rodney.williams17@yahoo.com,EAST,USA,Home&Kitchen,Coffee Maker,2,82.26,0.05,14.34,Debit Card,delivered,2021-02-28
ORD-12497,"December 04, 2024",CUST1139,Angel Perry,angel.perry36@yahoo.com,West,Canada,Clothing,Cotton T-Shirt,4,56.29,0,16.11,PayPal,cancelled,13-Apr-2024
10979,03/03/2023,CUST1822,Jose Ramirez,jose.ramirez2@gmail.com,west,United States,Electronics,Bluetooth Speaker,-1,219.27,0.25,0.97,GiftCard,Cancelled,25-May-2022
ORD-12187,18-Jan-2024,CUST1210,Christopher Smith,christopher.smith65@yahoo.com,west,United States,apparel,Denim Jacket,6,12.74,0,7.19,Credit Card,shipped,11/13/21
10519,18-09-2024,CUST1408,Anthony Romero,anthony.romero50@outlook.com,SOUTH,Mexico,Sports and Outdoors,Water Bottle,6,32.75,0.15,14.48,Credit_Card,RETURNED,02/26/23
11620,"February 17, 2024",CUST1170,Jamie Walton,jamie.walton89@outlook.com,south,US,sports & outdoors,Water Bottle,4,61.53,0,6.52,gift card,Cancelled,25-07-2023
ORD-12549,26-05-2023,CUST1650,Andrew Harper,andrew.harper87@hotmail.com,Centrl,Canada,Clothing,Wool Sweater,2,-58.1,0,10.25,paypal,Deliverd,"November 01, 2021"
11649,04/12/2024,CUST1386,Adam Burgess,adam.burgess31@outlook.com,west,canada,sports & outdoors,Yoga Mat,2,64.02,0,10.46,Pay Pal,Shipped,03-Aug-2022
ORD-12585,"July 08, 2023",CUST1066,Tracy House,tracy.house69@outlook.com,Est,United States,Beauty,Hair Dryer,-2,9.22,0,4.63,credit card,Pending,2021-02-26
10583,09/30/2024,CUST1573,Nancy Brown,nancy.brown86@gmail.com,east,canada,Home and Kitchen,Throw Blanket,6,36.82,0,6.74,PayPal,Cancelled,06/25/21
10850,02/12/24,CUST1101,Cameron Parker,cameron.parker92@gmail.com,NORTH,canada,Apparel,Running Shoes,1,83.91,0.05,10.6,Gift Card,shipped,02-12-2021
ORD-13052,"August 30, 2023",CUST1070,Jordan Henderson,jordan.henderson69@yahoo.com,NORTH,Mexico,apparel,Denim Jacket,5,41.98,0,7.37,CREDIT CARD,RETURNED,16-Jan-2023
ORD-11988,2024-07-21,CUST1720,Randy Friedman,randy.friedman5@outlook.com, West ,Mexico,Sports and Outdoors,Yoga Mat,4,100.9,5%,9.49,CREDIT CARD,Delivered,"January 19, 2024"
ORD-10614,22-Jun-2024,CUST1630,Rhonda Chavez,rhonda.chavez7@gmail.com,west,Canada,TOYS,Building Blocks Set,6,27.72,0.15,2.42,Credit_Card,pending,04-May-2023
ORD-12400,"September 16, 2024",CUST1241,Matthew Moon,matthew.moon47@outlook.com,WEST,USA,Electronic,Webcam,3,227.3,0,1.01,debit card,Pending,03-Aug-2022
ORD-10168,18-11-2023,CUST1375,Paul Lewis,paul.lewis19@yahoo.com,Est,Canada,Home & Kitchen,LED Desk Lamp,4,145.45,0,9.71,GiftCard,DELIVERED,27-04-2023
ORD-10476,08-02-2024,CUST1156,Joshua Perry,joshua.perry49@hotmail.com,SOUTH,US,home & kitchen,Air Fryer,4,176.65,0,4.18,Debit Card,CANCELLED,09/21/24
ORD-11656,09/26/2023,CUST1568,Lisa Randall,lisa.randall62@yahoo.com,south,United States,toys,Board Game,1,37.44,0,12.21,gift card,SHIPPED,2021-07-18
ORD-11858,10/18/2023,CUST1180,Alexander Collins,alexander.collins51@outlook.com,Nort,USA,toys,Building Blocks Set,1,52.83,0,20.84,Debit,PENDING,04-Jul-2021
ORD-11914,2024-02-09,CUST1384,Aimee Turner,aimee.turner28@hotmail.com,East,Canada,Toys,Board Game,6,67.63,0.25,18.92,debit card,returned,04-03-2022
ORD-10212,15-02-2023,CUST1301,Heather Fields,heather.at.gmail.com,Central,canada,ELECTRONICS,Bluetooth Speaker,5,$205.85,0.2,16.23,credit card,SHIPPED,08/05/2024
11060,05-07-2023,CUST1376,Glen Wood,glen.wood76@yahoo.com,West,canada,Beauty,Lipstick,-2,,0.1,10.14,Debit Card,SHIPPED,07/06/24
ORD-12160,01/19/23,CUST1809,Heather Page,,East,Canada,Home and Kitchen,Coffee Maker,4,25.28,25%,9.61,CC,shipped,05-Oct-2023
10949,28-Oct-2024,CUST1635,Zachary Michael,zachary.michael21@gmail.com,south,Mexico,TOYS,Board Game,3,10.78,20%,24.73,GiftCard,RETURNED,28-Jan-2024
ORD-12981,09/21/2023,CUST1763,Jessica Smith,jessica.smith76@yahoo.com,NORTH,Canada,Home&Kitchen,Coffee Maker,4,76.29,0.25,17.16,CREDIT CARD,RETURNED,2023-11-27
11738,2022-10-17,CUST1213,Katherine Salas,katherine.salas90@outlook.com,NORTH,United States,Clothing,Running Shoes,4,74.57,0,6.62,Pay Pal,Canceled,27-11-2022
11121,2024-12-15,CUST1045,Philip Cannon,philip.cannon73@yahoo.com,North,canada,Sports,Yoga Mat,2,129.09,0,15.45,Credit_Card,returned,"March 31, 2024"
11077,09/15/2023,CUST1090,Matthew Mcmillan,, West ,Canada,home & kitchen,Non-stick Pan Set,6,143.39,0.05,11.58,Debit Card,pending,25-Mar-2024
12113,"June 07, 2023",CUST1319,Connie Brown,connie.brown50@hotmail.com,Central,Mexico,toys,RC Car,6,36.69,0,10.61,GiftCard,delivered,01-02-2024
12019,2023-08-28,CUST1736,Charles Turner,charles.turner19@gmail.com,South,canada,Home&Kitchen,Non-stick Pan Set,1,179.81,25%,0.79,CC,SHIPPED,07-12-2021
ORD-11248,06/29/23,CUST1774,Carly Riggs,carly.riggs31@yahoo.com,SOUTH,United States,electronics,Smartwatch,4,201.97,0,16.91,paypal,DELIVERED,06/28/2022
ORD-10301,2023-12-14,CUST1503,Zachary Mitchell,,east,United States,BEAUTY,Sunscreen SPF50,1,15.84,0.2,,Gift Card,returned,03/06/2024
ORD-11385,07/30/24,CUST1822,Jose Ramirez,jose.ramirez2@gmail.com,West,United States,Toy,Board Game,3,61.57,0,,CC,Cancelled,25-May-2022
ORD-10820,22-09-2023,CUST1725,Rebecca Marquez,rebecca.marquez30@gmail.com,SOUTH,Canada,Home&Kitchen,LED Desk Lamp,3,158.06,5%,15.33,credit card,RETURNED,26-06-2022
11265,04-03-2024,CUST1682,Dean Donovan,dean.donovan10@yahoo.com,central,Canada,Sports & Outdoors,Water Bottle,5,88.81,0,11.44,GiftCard,Pending,12/22/21
ORD-12195,unknown,CUST1446,Brenda Wright,brenda.wright69@yahoo.com,Sth,US,Home & Kitchen,Coffee Maker,4,81.3,0,24.54,PAYPAL,Delivered,20-01-2023
ORD-12375,16-01-2024,CUST1813,Michael Roberts,michael.roberts67@outlook.com,Centrl,USA,Appare,Denim Jacket,2,63.24,0,8.98,debit card,Returned,08/07/22
ORD-10995,24-06-2024,CUST1084,Zachary Ferrell,zachary.ferrell71@hotmail.com,WEST,US,sports & outdoors,Yoga Mat,2,54.73,0.25,11.89,gift card,cancelled,11/22/21
ORD-12521,01/21/2024,CUST1739,Linda Gonzalez,linda.gonzalez75@yahoo.com,central,USA,Beuty,Face Moisturizer,6,38.38,0.05,15.34,GiftCard,Delivered,06/30/24
ORD-10022,10/07/2023,CUST1326,Brett Burns,brett.burns54@outlook.com,Central,US,Appare,Baseball Cap,3,21.32,0,,Credit Card,Pending,2024-07-12
ORD-12070,08/06/2023,CUST1474,Robin Thompson,robin.at.gmail.com, North,United States,Electronis,Wireless Earbuds,2,39.37,,3.86,Pay Pal,CANCELLED,2023-07-31
ORD-10238,02-01-2024,CUST1344,Kayla Rodriguez,kayla.rodriguez8@gmail.com,South,canada,Sports,Hiking Backpack,6,126.77,0,5.86,Credit_Card,pending,"August 28, 2024"
ORD-12120,28-Jul-2024,CUST1478,Curtis Williams,curtis.williams30@hotmail.com, North,Canada,Beauty,Face Moisturizer,5,2230.72,0,19.07,Pay Pal,PENDING,2024-09-04
ORD-13133,"March 19, 2024",CUST1323,Brandy Chavez,brandy.chavez20@yahoo.com,Est,United States,Apparel,Baseball Cap,3,60.19,0.05,4.55,Pay Pal,Returned,"November 03, 2022"
ORD-11049,"August 07, 2023",CUST1699,Brent Hernandez,brent.at.gmail.com,west,US,Sports,Yoga Mat,4,14.26,0,13.81,Debit,Delivered,12-04-2022
ORD-11384,"August 20, 2023",CUST1071,Whitney Peters,whitney.peters80@outlook.com,East,canada,Apparel,Denim Jacket,-2,73.95,0,14.18,Gift Card,Returned,2024-09-20
11763,04-Mar-2024,CUST1149,Stephanie Manning,stephanie.manning38@outlook.com,west,United States,Home and Kitchen,Throw Blanket,2,118.82,0.05,16.39,paypal,Pending,01-May-2023
ORD-11983,"September 24, 2023",CUST1410,Angela Lin,angela.lin44@hotmail.com,East,US,Home&Kitchen,Throw Blanket,2,88.58,0.05,,Gift Card,delivered,2022-10-31
ORD-12781,29-07-2023,CUST1057,Richard Aguirre,richard.aguirre72@gmail.com,Sth,canada,BEAUTY,Lipstick,3,43.86,0,4.13,Pay Pal,Pending,2021-08-18
ORD-11933,2024-01-30,CUST1478,Curtis Williams,curtis.williams30@hotmail.com,north,Canada,electronics,Bluetooth Speaker,5,247.21,0,,Debit Card,Deliverd,2024-09-04
ORD-11932,01/26/2024,CUST1372,Ellen Morgan,ellen.morgan58@gmail.com,Nort,US,Appare,Baseball Cap,4,65.6,0.2,21.41,debit card,returned,05/17/22
ORD-12181,08-Aug-2023,CUST1506,Brandon Fleming,brandon.fleming20@yahoo.com,WEST,United States,TOYS,Board Game,1,21.77,0.2,15.23,gift card,CANCELLED,"March 14, 2021"
ORD-12630,2024-02-15,CUST1232,Christopher Parker,christopher.parker81@hotmail.com,Central,US,Sports and Outdoors,Hiking Backpack,5,$50.15,,,Debit Card,Shipped,"August 09, 2023"
ORD-12609,03-11-2024,CUST1844,  ASHLEY EDWARDS  ,ashley.edwards33@gmail.com,CENTRAL,Mexico,TOYS,RC Car,3,10.49,0,11.54,PayPal,RETURNED,01/21/2023
10383,"March 27, 2023",CUST1416,Gwendolyn Klein,gwendolyn.klein14@gmail.com,CENTRAL,Canada,Sports & Outdoors,Resistance Bands,2,110.84,0.05,8.36,Gift Card,Shipped,03-07-2021
ORD-11652,"October 23, 2024",CUST1623,Colleen Wright,colleen.wright29@outlook.com,NORTH,US,beauty,Shampoo Set,3,14.68,0,21.15,PAYPAL,cancelled,10/02/2022
ORD-11812,"November 21, 2023",CUST1253,Barbara Dudley,barbara.dudley40@hotmail.com,Centrl,US,Sports,Camping Tent,1,82.82,20%,10.11,GiftCard,Returned,02-02-2022
13104,02/14/23,CUST1479,Kaylee Hays,kaylee.hays10@yahoo.com,Centrl,Mexico,toys,Action Figure,6,22.49,0,21.65,paypal,shipped,04/30/2024
11615,2024-08-13,CUST1051,Danny Morgan,danny.morgan70@outlook.com,Central,Canada,Appare,Cotton T-Shirt,2,46.09,0,3.73,CREDIT CARD,Pending,06/06/24
ORD-12429,01/09/24,CUST1370,Allison Hickman,allison.hickman20@outlook.com,north,Canada,ELECTRONICS,Bluetooth Speaker,five,148.44,0.25,1.32,gift card,shipped,01/22/22
ORD-11943,"December 14, 2023",CUST1280,Amanda Jones,amanda.jones92@hotmail.com, West ,USA,Home&Kitchen,Air Fryer,3,37.23,25%,11.25,GiftCard,Canceled,12/08/21
ORD-10988,2023-01-26,CUST1518,penny bowman,penny.bowman17@yahoo.com,east,US,Beauty,Face Moisturizer,6,20.68,0,14.27,debit card,Shipped,21-08-2022
ORD-10345,"October 07, 2024",CUST1276,Wayne Morgan,wayne.morgan16@outlook.com,WEST,US,Beuty,Lipstick,5,$11.78,0.25,24.97,debit card,RETURNED,14-Jun-2023
ORD-12771,25-07-2023,CUST1323,Brandy Chavez,brandy.chavez20@yahoo.com,EAST,United States,sports & outdoors,Water Bottle,3,59.93,10%,1.74,CREDIT CARD,Delivered,"November 03, 2022"
ORD-10261,07/27/24,CUST1437,Christopher Guerra,christopher.guerra76@yahoo.com, West ,Canada,Home & Kitchen,Air Fryer,-3,94.15,0.2,24.67,Gift Card,Delivered,2022-12-08
12647,02-May-2023,CUST1842,Virginia Henderson,virginia.henderson17@yahoo.com,NORTH,US,beauty,Sunscreen SPF50,1,40.91,0,19.63,PayPal,RETURNED,03/06/2021
10071,04/13/2023,CUST1734,Steven Stein,steven.stein62@yahoo.com,WEST,Canada,sports & outdoors,Resistance Bands,two,35.72,0,3.95,Debit,pending,04/24/2024
ORD-10934,25-Apr-2024,CUST1342,Anthony Harmon,anthony.harmon18@gmail.com,WEST,Mexico,Beuty,Shampoo Set,3,27.8,0,14.07,Pay Pal,pending,02/02/2024
10516,"July 31, 2023",CUST1181,Tina Sanders,tina.sanders59@outlook.com,west,Mexico,Clothing,Wool Sweater,4,16.66,10%,7.62,Credit Card,delivered,"June 21, 2022"
13128,10-May-2024,CUST1571,  CHRISTIAN VAUGHN  ,christian.vaughn49@outlook.com, North,USA,apparel,Baseball Cap,2,21.9,0.15,22.92,paypal,Canceled,18-Jan-2022
ORD-11750,08/12/2024,CUST1575,Kelly Edwards,kelly.edwards69@hotmail.com,WEST,USA,Electronic,Wireless Earbuds,5,199.57,15%,22.96,Credit_Card,DELIVERED,03/18/2024
ORD-10425,04/18/24,CUST1418,  JEFFREY MILLS  ,jeffrey.mills93@yahoo.com,South,Mexico,home & kitchen,LED Desk Lamp,,47.92,25%,11.17,GiftCard,returned,"March 17, 2024"
11843,12/10/2023,CUST1505,Jodi Roach,,north,US,Toys,Building Blocks Set,2,67.87,0.2,13.83,paypal,Returned,01/26/2021
10753,2023-10-29,CUST1287,Carolyn Miller,carolyn.miller84@outlook.com,Nort,Mexico,toys,Puzzle 1000pc,4,67.04,0.25,22.56,PayPal,shipped,2022-05-27
ORD-13100,"June 06, 2024",CUST1496,Austin Osborne,austin.osborne51@gmail.com,WEST,Mexico,BEAUTY,Lipstick,6,11.67,0,2.5,gift card,PENDING,09/28/22
10787,03/26/23,CUST1022,Ethan Adams,ethan.adams81@outlook.com,Central,United States,Beauty,Sunscreen SPF50,2,20.25,0.2,15.5,Debit,Canceled,"August 01, 2024"
11450,07-Dec-2023,CUST1534,Anthony Gonzales,anthony.gonzales32@outlook.com,CENTRAL,US,toys,Board Game,1,-15.12,0.2,18.12,CREDIT CARD,Canceled,19-Oct-2023
ORD-11201,09/04/24,CUST1383,Mr. Andrew Foster,,central,Mexico,sports & outdoors,Resistance Bands,1,14.74,0,8.84,CC,Shipped,05/30/2021
ORD-12629,2024-06-04,CUST1580,  WILLIAM EVANS  ,william.evans9@gmail.com,West,canada,Beuty,Face Moisturizer,5,-7.71,0.1,0.79,Gift Card,shipped,"March 06, 2023"
ORD-11878,16-Jun-2024,CUST1301,Heather Fields,heather.at.gmail.com,Centrl,canada,Apparel,Denim Jacket,3,23.35,0.2,7.31,debit card,returned,08/05/2024
ORD-11092,2023-04-24,CUST1775,Christopher Moore,christopher.moore80@outlook.com, North,Canada,Toy,RC Car,4,62.23,0.1,15.37,PayPal,PENDING,2021-11-16
ORD-12564,2022-07-05,CUST1036,Sherri Baker,sherri.baker55@yahoo.com,South,Canada,Sports,Camping Tent,6,,0.2,23.53,paypal,SHIPPED,25-Jul-2022
ORD-12222,17-03-2024,CUST1357,Jeffery Ortega,jeffery.ortega48@hotmail.com,central,Mexico,Electronic,Smartwatch,2,140.29,0.05,22.49,debit card,Shipped,30-Jan-2024
ORD-10413,08/01/24,CUST1806,Zachary Cole,zachary.cole82@outlook.com,Central,United States,Home and Kitchen,Coffee Maker,4,165.09,0.25,7.58,Debit Card,Canceled,13-Dec-2022
ORD-11510,02/06/24,CUST1745,Vincent Novak,vincent.novak6@hotmail.com, West ,USA,Apparel,Cotton T-Shirt,5,74.52,0.1,11.64,PayPal,returned,15-Apr-2022
ORD-11125,07/07/2023,CUST1725,Rebecca Marquez,rebecca.marquez30@gmail.com,South,Canada,sports & outdoors,Camping Tent,,49.42,0.25,20.64,Gift Card,PENDING,26-06-2022
ORD-12261,04/29/2023,CUST1623,Colleen Wright,colleen.wright29@outlook.com,North,US,Beauty,Hair Dryer,3,57.9,,8.38,credit card,Pending,10/02/2022
ORD-10826,21-Jan-2023,CUST1523,Sarah King,sarah.king12@yahoo.com,central,Canada,electronics,Bluetooth Speaker,5,117.31,0.2,6.04,PayPal,Returned,09/16/22
ORD-10645,"April 05, 2023",CUST1657,Connie Turner,connie.turner66@yahoo.com,West,USA,Sports and Outdoors,Water Bottle,1,125.04,0.1,18.12,Debit,Pending,09/02/24
ORD-13099,08/23/2024,CUST1351,Kimberly Nguyen,kimberly.nguyen12@hotmail.com,south,US,Sports,Resistance Bands,-2,69.95,0,5.49,Debit,DELIVERED,07/15/2021
ORD-10618,2023-10-10,CUST1326,  BRETT BURNS  ,brett.burns54@outlook.com,central,US,Apparel,Baseball Cap,-3,26.72,0.25,23.71,Credit_Card,SHIPPED,2024-07-12
ORD-12121,2023-12-19,CUST1178,Lawrence Adkins,lawrence.adkins35@yahoo.com,East,Mexico,toys,Action Figure,3,26.86,,15.43,gift card,PENDING,11-Jun-2022
11307,2023-01-07,CUST1037,Cassandra Gaines,cassandra.gaines71@gmail.com,CENTRAL,Canada,TOYS,Puzzle 1000pc,4,62.88,0.2,21.55,Debit Card,Returned,04/14/21
ORD-11973,"November 03, 2024",CUST1539,David Davis,david.davis36@gmail.com,east,canada,Home & Kitchen,Air Fryer,3,132.2,0,13.65,Credit Card,delivered,"August 25, 2023"
ORD-11627,"July 28, 2023",CUST1186,Jonathan Peterson,jonathan.peterson86@hotmail.com,south,US,sports & outdoors,Yoga Mat,3,108.97,0.05,,gift card,Shipped,04/17/24
11755,08/29/2023,CUST1168,Joel Williams,joel.williams2@hotmail.com,CENTRAL,United States,ELECTRONICS,Laptop Stand,4,163.84,0,10.02,credit card,returned,08/13/22
ORD-11360,2023-09-29,CUST1699,Brent Hernandez,brent.at.gmail.com,West,US,Sports,Hiking Backpack,6,119.22,15%,15.68,Credit_Card,delivered,12-04-2022
ORD-12893,"March 17, 2023",CUST1397,Gary Jackson,gary.jackson3@gmail.com,west,Canada,Beauty,Hair Dryer,1,19.87,0,16.38,Gift Card,Cancelled,"December 26, 2023"
ORD-12710,"April 18, 2023",CUST1331,Colton Martinez,colton.martinez95@gmail.com,SOUTH,canada,apparel,Cotton T-Shirt,3,41.52,0.05,13.62,gift card,SHIPPED,"October 10, 2021"
